id,motor,propeller,battery,number_of_batteries,useful thrust,endurance,score
2bcdc958,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,1,2894.3058823529423,16.344838152827855,1.2668841047116475
13d5254c,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,2,1574.3058823529427,32.68967630565571,0.9169690793014942
3d7797a3,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,3,254.30588235294272,49.034514458483564,0.8630594851768754
ea750a14,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,4,-1065.6941176470573,65.37935261131142,0.9345420381198827
70246145,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,5,-2385.6941176470573,81.72419076413927,1.0707905291068056
fd678397,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,1,2199.3058823529423,26.151741044524563,1.0458656464521061
f8d6be61,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,2,184.30588235294272,52.303482089049126,0.9045170085001907
8c3a8442,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,3,-1830.6941176470573,78.45522313357368,1.0678230427903037
aa3c71f3,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,4,-3845.6941176470573,104.60696417809825,1.3449483959999862
6ec34844,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,5,-5860.694117647057,130.75870522262284,1.676911997367087
d470c45b,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,1,3464.3058823529423,8.172419076413927,1.61642655491665
a6df5bb4,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,2,2714.3058823529423,16.344838152827855,1.1507164162604395
f9f36786,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,3,1964.3058823529423,24.517257229241782,0.9201056643594272
cea66409,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,4,1214.3058823529427,32.68967630565571,0.8093595440290553
45f3cab5,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,5,464.3058823529427,40.86209538206963,0.7679770776208437
4416338d,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,1,1584.3058823529427,32.68967630565571,0.9202202904209946
f0165c4d,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,2,-1045.6941176470573,65.37935261131142,0.9370087149891595
9ff0eca8,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,3,-3675.6941176470573,98.06902891696713,1.246768727560004
5200da2b,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,4,-6305.694117647057,130.75870522262284,1.6586275386846954
38ea6ff0,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,5,-8935.694117647057,163.44838152827853,2.1179353749113696
5b3f6ae3,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,1,2394.3058823529423,22.882773413958994,1.0834396912979039
034aa5ee,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,2,574.3058823529427,45.76554682791799,0.8725606361206244
c1e94a44,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,3,-1245.6941176470573,68.64832024187699,0.9674544942473856
9b4838ba,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,4,-3065.6941176470573,91.53109365583597,1.179908771693693
ee76044f,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,5,-4885.694117647057,114.41386706979497,1.4498808237049325
b6d11180,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,1,2604.3058823529423,19.61380578339342,1.1406406333080699
28c7ceed,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,2,994.3058823529427,39.22761156678684,0.8604927366471533
c40f27a5,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,3,-615.6941176470573,58.84141735018027,0.8847937534947822
958ba391,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,4,-2225.6941176470573,78.45522313357368,1.0304284900565905
35fe4924,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,5,-3835.6941176470573,98.06902891696713,1.236606744036047
9ad0e0c0,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,1,2564.3058823529423,19.61380578339342,1.1182514977661429
d669e1a5,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,2,914.3058823529427,39.22761156678684,0.8407528509848919
8453c724,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,3,-735.6941176470573,58.84141735018027,0.8682057136625069
ce7181a9,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,4,-2385.6941176470573,78.45522313357368,1.016307735264046
e3e51607,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,5,-4035.6941176470573,98.06902891696713,1.2243689705968928
50e04da0,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,1,3264.3058823529423,9.80690289169671,1.4484058222277518
6b77911f,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,2,2314.3058823529423,19.61380578339342,0.9899456635702352
0e9d3e51,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,3,1364.3058823529427,29.420708675090136,0.7975935641760757
b9f48141,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,4,414.3058823529427,39.22761156678684,0.730653477573663
48778fe3,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,5,-535.6941176470573,49.034514458483564,0.732752897855408
cf14f660,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,1,3104.3058823529423,13.075870522262282,1.367503787707337
025a1286,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,2,1994.3058823529423,26.151741044524563,0.9592472663291385
27c2c113,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,3,884.3058823529427,39.22761156678684,0.8335158824973394
801fed96,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,4,-225.69411764705728,52.303482089049126,0.8342986405848657
ed530e75,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,5,-1335.6941176470573,65.37935261131142,0.9025943512197836
ccd84c8f,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,1,3180.3058823529423,9.80690289169671,1.3752704674728533
b5544eb5,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,2,2146.3058823529423,19.61380578339342,0.9135756069098651
53b0f5bb,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,3,1112.3058823529427,29.420708675090136,0.7273892760214017
b8b3b618,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,4,78.30588235294272,39.22761156678684,0.6674680655013759
4804626a,KDE5215-220KV,"18.5""x6.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,5,-955.6941176470573,49.034514458483564,0.6758754030489045
878c335f,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,1,5430.070588235294,11.048265696757952,1.8882774139586322
85f32725,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,2,4110.070588235294,22.096531393515903,1.280327402382751
434a3016,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,3,2790.070588235294,33.144797090273855,1.0312802675777188
54934e0d,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,4,1470.070588235294,44.193062787031806,0.942258897709247
3d03b8dd,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,5,150.07058823529405,55.241328483789744,0.9384142389706667
380564e8,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,1,4735.070588235294,17.677225114812718,1.514559252051458
a7473401,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,2,2720.070588235294,35.354450229625435,1.050551227947225
61279a6d,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,3,705.070588235294,53.031675344438156,0.9729820925375737
3215fcdd,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,4,-1309.929411764706,70.70890045925087,1.0465174766495164
3ab14a74,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,5,-3324.929411764706,88.38612557406361,1.1946649404930758
eac69b26,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,1,6000.070588235294,5.524132848378976,2.3853231952212735
d25a7b4f,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,2,5250.070588235294,11.048265696757952,1.7436881977566718
d02ad231,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,3,4500.070588235294,16.572398545136927,1.369412013188382
a41cfdd2,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,4,3750.070588235294,22.096531393515903,1.1388801977763283
3c3b8f20,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,5,3000.070588235294,27.620664241894872,0.9945069615836242
d6c518d6,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,1,4120.070588235294,22.096531393515903,1.2845798084835371
6b3e0b2c,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,2,1490.070588235294,44.193062787031806,0.9456426759177639
6e1a26c7,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,3,-1139.929411764706,66.28959418054771,0.9879874269833362
74571bcf,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,4,-3769.929411764706,88.38612557406361,1.1687417128257596
8b34793a,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,5,-6399.929411764706,110.48265696757949,1.4151816296205908
1b1c6134,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,1,4930.070588235294,15.46757197546113,1.5951601048197768
6f5bec7a,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,2,3110.070588235294,30.93514395092226,1.0803958785700154
b1acd9de,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,3,1290.070588235294,46.40271592638339,0.949463795900608
20162fb0,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,4,-529.929411764706,61.87028790184452,0.9732328868180347
84fd4229,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,5,-2349.929411764706,77.33785987730565,1.0746798430548496
829ced50,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,1,5140.070588235294,13.257918836109539,1.699526638361374
cb4982de,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,2,3530.070588235294,26.515837672219078,1.1359520552522175
d9afd2fe,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,3,1920.070588235294,39.77375650832862,0.9496277063708096
12759241,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,4,310.07058823529405,53.031675344438156,0.9211903740392122
abbc4bb7,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 12000mAh 6S 15C LiPo Pack w/ XT90,5,-1299.929411764706,66.28959418054771,0.9737377257642237
a892b752,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,1,5100.070588235294,13.257918836109539,1.6713323336812898
6a2ed5ab,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,2,3450.070588235294,26.515837672219078,1.1097206921772425
a9cfd373,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,3,1800.070588235294,39.77375650832862,0.9269753074875517
c83a5dc7,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,4,150.07058823529405,53.031675344438156,0.9015866866481401
96ecb1c6,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy High Capacity 12000mAh 6S 12C Lipo Pack w/XT90,5,-1499.929411764706,66.28959418054771,0.9565594576829215
26a8b7c0,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,1,5800.070588235294,6.6289594180547695,2.169874287501344
aecdd0e0,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,2,4850.070588235294,13.257918836109539,1.5086858396985654
cd1a6f32,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,3,3900.070588235294,19.88687825416431,1.1583648117634149
50bf7caf,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,4,2950.070588235294,26.515837672219078,0.9625558199208781
91108e81,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Panther 6000mAh 6S 75C Battery Pack w/XT90,5,2000.070588235294,33.144797090273855,0.8547031385703343
27a6c603,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,1,5640.070588235294,8.838612557406359,2.04224052384302
54869d58,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,2,4530.070588235294,17.677225114812718,1.4031929000395145
8e76489d,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,3,3420.070588235294,26.515837672219078,1.1000921605150902
a3df6bfa,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,4,2310.070588235294,35.354450229625435,0.9555465881808626
e0f0c85a,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Graphene Professional 8000mAh 6S 15C LiPo Pack w/XT90,5,1200.070588235294,44.193062787031806,0.8983641347730713
6948b799,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,1,5716.070588235294,6.6289594180547695,2.0812696478085995
696fd602,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,2,4682.070588235294,13.257918836109539,1.41099952200635
7310557a,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,3,3648.070588235294,19.88687825416431,1.065702577664532
cbeb696d,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,4,2614.070588235294,26.515837672219078,0.8774348575509947
ca961d62,KDE6213XF-185,"21.5""x7.3 DUAL-EDN (KDE)",Turnigy Nano-Tech Plus 6000mAh 6S 70C LiPo Pack w/XT90,5,1580.070588235294,33.144797090273855,0.7769699598756006
89c46646,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,1,9399.294117647061,5.51252732764674,3.147562749884401
866d87fc,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,2,8079.294117647061,11.02505465529348,2.0216249140259848
bc09b0de,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,3,6759.294117647061,16.53758198294022,1.4581480804563507
c7684ecc,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,4,5439.294117647061,22.05010931058696,1.1405680693768085
b38eabb1,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 10000mAh 6S 12C Lipo Pack w/XT90,5,4119.294117647061,27.5626366382337,0.952351681043371
bbd4b116,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,1,8704.294117647061,8.820043724234784,2.455219799977517
984f407a,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,2,6689.294117647061,17.64008744846957,1.450118657206097
be202f71,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,3,4674.294117647061,26.46013117270435,1.0401938433899294
b4b70b34,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,4,2659.2941176470613,35.28017489693914,0.8589171486131116
c93aa98b,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 16000mAh 6S 12C Lipo Pack w/XT90,5,644.2941176470613,44.10021862117392,0.7894617721324378
673a49a8,P60 KV340,T-motor 20*6CF,Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,1,9969.294117647061,2.75626366382337,4.024107766695697
3547b0aa,P60 KV340,T-motor 20*6CF,Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,2,9219.294117647061,5.51252732764674,2.92335399282167
d3035f42,P60 KV340,T-motor 20*6CF,Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,3,8469.294117647061,8.26879099147011,2.2519654841514933
d91ff1c4,P60 KV340,T-motor 20*6CF,Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,4,7719.294117647061,11.02505465529348,1.806815275439443
d1c2a0c8,P60 KV340,T-motor 20*6CF,Turnigy Heavy Duty 5000mAh 6S 60C LiPo Pack w/XT90,5,6969.294117647061,13.78131831911685,1.4954521907128013
54e62d63,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,1,8089.294117647061,11.02505465529348,2.0280952149906555
6c625161,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,2,5459.294117647061,22.05010931058696,1.1456224201394474
d7925cc3,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,3,2829.2941176470613,33.07516396588044,0.8445654134247467
49f672bd,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,4,199.29411764706128,44.10021862117392,0.7512380944557874
17adbeec,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 20000mAh 6S 12C Lipo Pack w/XT90,5,-2430.7058823529387,55.1252732764674,0.7556855969831463
44763564,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,1,8899.294117647061,7.717538258705437,2.61724256092447
ba823f1e,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,2,7079.294117647061,15.435076517410874,1.569203483897865
2d03349b,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,3,5259.294117647061,23.15261477611631,1.1147147895493323
39f4a68c,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,4,3439.2941176470613,30.870153034821747,0.8951238562075272
3e7d3481,P60 KV340,T-motor 20*6CF,Turnigy High Capacity 14000mAh 6S 12C Lipo Pack w/XT90,5,1619.2941176470613,38.58769129352718,0.7922894002415788
